u
0.000000
0.020000
0.040000
0.060000
0.080000
0.100000
0.120000
0.140000
0.160000
0.180000
0.200000
0.220000
0.240000
0.260000
0.280000
0.300000
0.320000
0.340000
0.360000
0.380000
0.400000
0.420000
0.440000
0.460000
0.480000
0.500000
0.520000
0.540000
0.560000
0.580000
0.600000
0.620000
0.640000
0.660000
0.680000
0.700000
0.720000
0.740000
0.760000
0.780000
0.800000
0.820000
0.840000
0.860000
0.880000
0.900000
0.920000
0.940000
0.960000
0.980000
1.000000
0.980000
0.960000
0.940000
0.920000
0.900000
0.880000
0.860000
0.840000
0.820000
0.800000
0.780000
0.760000
0.740000
0.720000
0.700000
0.680000
0.660000
0.640000
0.620000
0.600000
0.580000
0.560000
0.540000
0.520000
0.500000
0.480000
0.460000
0.440000
0.420000
0.400000
0.380000
0.360000
0.340000
0.320000
0.300000
0.280000
0.260000
0.240000
0.220000
0.200000
0.180000
0.160000
0.140000
0.120000
0.100000
0.080000
0.060000
0.040000
0.020000
0.000000
-0.094108
-0.065939
-0.038531
-0.011815
0.014270
0.039780
0.064767
0.089276
0.113350
0.137028
0.160344
0.183330
0.206014
0.228423
0.250581
0.272508
0.294225
0.315749
0.337095
0.358279
0.379312
0.400207
0.420974
0.441622
0.462159
0.482593
0.502930
0.523174
0.543331
0.563404
0.583396
0.603309
0.623144
0.642901
0.662578
0.682173
0.701684
0.721103
0.740423
0.759634
0.778721
0.797663
0.816434
0.834993
0.853283
0.871213
0.888637
0.905293
0.920664
0.933586
0.941037
0.933947
0.921387
0.906381
0.890094
0.873045
0.855497
0.837598
0.819441
0.801085
0.782571
0.763929
0.745182
0.726346
0.707435
0.688459
0.669426
0.650344
0.631219
0.612055
0.592856
0.573627
0.554370
0.535088
0.515784
0.496458
0.477114
0.457753
0.438377
0.418986
0.399582
0.380166
0.360739
0.341303
0.321857
0.302402
0.282941
0.263472
0.243997
0.224516
0.205030
0.185540
0.166045
0.146547
0.127046
0.107542
0.088036
0.068529
0.049020
0.029510
0.010000
-0.187381
-0.151118
-0.116369
-0.082999
-0.050885
-0.019916
0.010011
0.038987
0.067097
0.094418
0.121018
0.146961
0.172304
0.197099
0.221393
0.245228
0.268645
0.291676
0.314355
0.336709
0.358764
0.380544
0.402068
0.423356
0.444424
0.465285
0.485953
0.506437
0.526748
0.546891
0.566874
0.586699
0.606368
0.625882
0.645239
0.664434
0.683460
0.702306
0.720958
0.739394
0.757587
0.775500
0.793081
0.810258
0.826927
0.842935
0.858044
0.871874
0.883779
0.892646
0.896617
0.893365
0.885221
0.874044
0.860952
0.846590
0.831346
0.815458
0.799083
0.782329
0.765271
0.747966
0.730455
0.712770
0.694936
0.676975
0.658903
0.640733
0.622478
0.604145
0.585745
0.567283
0.548767
0.530200
0.511589
0.492937
0.474247
0.455524
0.436769
0.417986
0.399177
0.380344
0.361490
0.342615
0.323723
0.304813
0.285889
0.266951
0.248000
0.229038
0.210065
0.191084
0.172094
0.153098
0.134095
0.115087
0.096075
0.077059
0.058041
0.039021
0.020000
-0.278991
-0.234782
-0.192827
-0.152926
-0.114895
-0.078569
-0.043794
-0.010435
0.021635
0.052529
0.082351
0.111194
0.139143
0.166277
0.192664
0.218370
0.243450
0.267958
0.291940
0.315439
0.338494
0.361138
0.383402
0.405313
0.426896
0.448173
0.469161
0.489877
0.510333
0.530542
0.550511
0.570246
0.589750
0.609024
0.628065
0.646867
0.665419
0.683707
0.701710
0.719400
0.736738
0.753673
0.770136
0.786033
0.801235
0.815557
0.828735
0.840382
0.849934
0.856604
0.859423
0.857680
0.852091
0.843627
0.833081
0.821023
0.807841
0.793806
0.779107
0.763880
0.748223
0.732212
0.715904
0.699344
0.682568
0.665606
0.648480
0.631211
0.613816
0.596307
0.578697
0.560997
0.543216
0.525360
0.507438
0.489455
0.471416
0.453327
0.435191
0.417014
0.398798
0.380546
0.362262
0.343948
0.325607
0.307241
0.288852
0.270443
0.252015
0.233570
0.215110
0.196637
0.178151
0.159655
0.141149
0.122636
0.104117
0.085592
0.067063
0.048532
0.030000
-0.368125
-0.316190
-0.267231
